report_date	country	latitude	longitude	cases	deaths	uri
2009-06-17	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
2009-06-17	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
2009-06-17	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
2009-06-17	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
2009-06-17	Bangladesh	23,68	90,55	212	212	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
2009-06-17	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
2009-06-17	Bangladesh	23,91	90,3	200	200	http://web.oie.int/wahis/reports/en_fup_0000008203_20090617_182137.pdf	
2009-06-26	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-26	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-26	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-26	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-26	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-26	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-26	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-26	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000008230_20090626_182759.pdf	
2009-06-29	Mongolia	47,5886	102,6401	NaN	NaN	http://web.oie.int/wahis/reports/en_fup_0000008235_20090629_174633.pdf	
2009-07-15	China (People's Rep. of)	37,11	79,36	1330	519	http://web.oie.int/wahis/reports/en_fup_0000008286_20090715_191740.pdf	
2009-07-15	China (People's Rep. of)	29,65	91,14	1500	1500	http://web.oie.int/wahis/reports/en_fup_0000008286_20090715_191740.pdf	
2009-07-14	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-14	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-14	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-14	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-14	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-14	Bangladesh	23,91	90,3	200	200	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-14	Bangladesh	23,68	90,55	212	212	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-14	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000008288_20090714_151038.pdf	
2009-07-30	Mongolia	47,5886	102,6401	NaN	9	http://web.oie.int/wahis/reports/en_fup_0000008327_20090730_133837.pdf	
2009-08-09	Nepal	26,48	87,85	14	14	http://web.oie.int/wahis/reports/en_fup_0000008353_20090809_165926.pdf	
2009-08-09	Nepal	26,48	87,85	150	150	http://web.oie.int/wahis/reports/en_fup_0000008353_20090809_165926.pdf	
2009-09-14	Mongolia	49,0213	101,1138	NaN	171	http://web.oie.int/wahis/reports/en_fup_0000008432_20090915_120052.pdf	
2009-09-20	Bangladesh	24,333	88,91	13	13	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-09-20	Bangladesh	24,333	88,91	10	10	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-09-20	Bangladesh	23,84	90,25	12000	12000	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-09-20	Bangladesh	23,8	90,35	880	880	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-09-20	Bangladesh	23,68	90,55	212	212	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-09-20	Bangladesh	23,91	90,3	200	200	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-09-20	Bangladesh	23,79	90,29	319	319	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-09-20	Bangladesh	24,333	88,91	90	90	http://web.oie.int/wahis/reports/en_fup_0000008452_20090920_141345.pdf	
2009-10-13	Mongolia	49,0213	101,1138	NaN	171	http://web.oie.int/wahis/reports/en_fup_0000008516_20091013_114100.pdf	
2009-10-16	Spain	40,2871292	2,9693098	30000	30000	http://web.oie.int/wahis/reports/en_fup_0000008527_20091016_172352.pdf	
2009-10-27	India	26,2	91,15	324	324	http://web.oie.int/wahis/reports/en_fup_0000008557_20091027_155555.pdf	
2009-10-27	India	26,2	91,15	682	682	http://web.oie.int/wahis/reports/en_fup_0000008557_20091027_155555.pdf	
2009-10-27	India	26,5	90,39	18	18	http://web.oie.int/wahis/reports/en_fup_0000008557_20091027_155555.pdf	
2009-10-27	India	26,2	91,15	30	30	http://web.oie.int/wahis/reports/en_fup_0000008557_20091027_155555.pdf	
2009-10-27	India	26,2	91,15	112	112	http://web.oie.int/wahis/reports/en_fup_0000008557_20091027_155555.pdf	
2009-10-27	India	26,35	90,38	399	399	http://web.oie.int/wahis/reports/en_fup_0000008557_20091027_155555.pdf	
2009-11-05	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-11-05	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-11-05	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-11-05	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-11-05	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-11-05	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-11-05	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-11-05	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000008617_20091105_182903.pdf	
2009-12-13	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-13	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-13	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-13	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-13	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-13	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-13	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-13	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000008759_20091213_183010.pdf	
2009-12-16	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-16	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-16	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-16	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-16	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-16	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-16	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-16	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000008767_20091216_183119.pdf	
2009-12-27	Vietnam	9,3331	105,313	80	50	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-12-27	Vietnam	9,104654	104,839648	188	134	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-12-27	Vietnam	9,1353	105,1108	225	225	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-12-27	Vietnam	9,11198	104,890706	2523	2523	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-12-27	Vietnam	9,2027	105,3237	3550	3550	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-12-27	Vietnam	9,0843	105,0743	40	40	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-12-27	Vietnam	9,1501	105,0027	45	45	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-12-27	Vietnam	9,1132	105,0751	7	7	http://web.oie.int/wahis/reports/en_fup_0000008799_20091227_183209.pdf	
2009-01-16	Nepal	26,48	87,85	14	14	http://web.oie.int/wahis/reports/en_imm_0000007695_20090116_172426.pdf	
2009-02-10	China (People's Rep. of)	37,11	79,36	1330	519	http://web.oie.int/wahis/reports/en_imm_0000007780_20090210_152756.pdf	
2009-02-13	Hong Kong (P.R. China)	22,16	113,53	2	2	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-13	Hong Kong (P.R. China)	22,17	113,54	1	1	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-13	Hong Kong (P.R. China)	22,16	113,53	2	2	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-13	Hong Kong (P.R. China)	22,17	113,54	1	1	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-13	Hong Kong (P.R. China)	22,29	114,2	NaN	1	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-13	Hong Kong (P.R. China)	22,16	113,53	1	1	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-13	Hong Kong (P.R. China)	22,22	114,5	NaN	1	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-13	Hong Kong (P.R. China)	,	22,41	1	1	http://web.oie.int/wahis/reports/en_imm_0000007790_20090213_173951.pdf	
2009-02-26	Laos	21,0493	102,3025	730	730	http://web.oie.int/wahis/reports/en_imm_0000007830_20090226_164134.pdf	
2009-03-10	Germany	47,96027	11,317404	39	1	http://web.oie.int/wahis/reports/en_imm_0000007874_20090311_153122.pdf	
2009-05-17	China (People's Rep. of)	36,6	99,16	NaN	NaN	http://web.oie.int/wahis/reports/en_imm_0000008107_20090517_161745.pdf	
2009-05-28	Mongolia	47,5886	102,6401	NaN	NaN	http://web.oie.int/wahis/reports/en_imm_0000008141_20090528_110600.pdf	
2009-06-24	Russia	50,8434	92,9853	NaN	58	http://web.oie.int/wahis/reports/en_imm_0000008220_20090624_174821.pdf	
2009-08-10	Mongolia	49,0213	101,1138	NaN	56	http://web.oie.int/wahis/reports/en_imm_0000008354_20090810_170618.pdf	
2009-10-13	Spain	40,2871292	2,9693098	30000	30000	http://web.oie.int/wahis/reports/en_imm_0000008521_20091013_125400.pdf	
2009-11-05	Russia	54,5	37,37	NaN	1	http://web.oie.int/wahis/reports/en_imm_0000008619_20091105_155835.pdf	
2009-12-28	Cambodia	11,78	105,89	143	143	http://web.oie.int/wahis/reports/en_imm_0000008800_20091228_131408.pdf	
